Código do Município,Município,Estado,Região,Ano de Referência,Código do Prestador,Prestador,Sigla do Prestador,Abrangência,Tipo de serviço,Natureza jurídica,População total do município do ano de referência:,População total atendida com esgotamento sanitário
500270,Campo Grande,MS,Centro-Oeste,2022,50027011,Águas Guariroba S/A,AG,Local,Água e Esgoto,Empresa privada,"898.100,00",774.562
500290,Cassilândia,MS,Centro-Oeste,2022,50029011,Prefeitura Municipal de Cassilândia,PMC,Local,Água e Esgoto,Administração pública direta,"20.988,00",3.900
500310,Corguinho,MS,Centro-Oeste,2022,50031011,Serviço Autônomo de Água e Esgoto de Corguinho,SAAE,Local,Água e Esgoto,Autarquia,"4.783,00",1.300
500325,Costa Rica,MS,Centro-Oeste,2022,50032511,Serviço Municipal de Águas e Esgotos,SAAE,Local,Água e Esgoto,Autarquia,"26.037,00",18.381
500400,Glória de Dourados,MS,Centro-Oeste,2022,50040011,Prefeitura Municipal de Glória de Dourados,PMGD,Local,Água e Esgoto,Administração pública direta,"10.444,00",2.000
500769,São Gabriel do Oeste,MS,Centro-Oeste,2022,50076911,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"29.579,00",29.579
510020,Água Boa,MT,Centro-Oeste,2022,51002011,Prefeitura Municipal de Água Boa,DEMAE,Local,Água e Esgoto,Administração pública direta,"29.219,00",450
510025,Alta Floresta,MT,Centro-Oeste,2022,51002511,ÁGUAS ALTA FLORESTA LTDA,AAF,Local,Água e Esgoto,Empresa privada,"58.613,00",23.609
510030,Alto Araguaia,MT,Centro-Oeste,2022,51003011,Prefeitura Municipal de Alto Araguaia,PMAA,Local,Água e Esgoto,Administração pública direta,"17.193,00",980
510140,Aripuanã,MT,Centro-Oeste,2022,51014011,Prefeitura Municipal de Aripuanã,DAE,Local,Água e Esgoto,Administração pública direta,"24.626,00",450
510170,Barra do Bugres,MT,Centro-Oeste,2022,51017011,Departamento de Água e Esgotos,DAE,Local,Água e Esgoto,Autarquia,"29.403,00",7.236
510180,Barra do Garças,MT,Centro-Oeste,2022,51018012,Águas de Barra do Garças Ltda,ABG,Local,Água e Esgoto,Empresa privada,"69.210,00",50.248
510250,Cáceres,MT,Centro-Oeste,2022,51025012,Serviço de Saneamento Ambiental Águas do Pantanal,SSAAP,Local,Água e Esgoto,Autarquia,"89.681,00",7.290
510267,Campo Verde,MT,Centro-Oeste,2022,51026711,Águas de Campo Verde Ltda,ACV,Local,Água e Esgoto,Empresa privada,"44.585,00",32.587
510269,Canabrava do Norte,MT,Centro-Oeste,2022,51026911,Prefeitura Municipal de Canabrava do Norte,PMCN,Local,Água e Esgoto,Administração pública direta,"4.485,00",3.500
510305,Cláudia,MT,Centro-Oeste,2022,51030511,Águas de Cláudia Ltda,AC,Local,Água e Esgoto,Empresa privada,"9.593,00",8.551
510320,Colíder,MT,Centro-Oeste,2022,51032011,ÁGUAS COLÍDER LTDA,AC,Local,Água e Esgoto,Empresa privada,"31.370,00",15.017
510335,Confresa,MT,Centro-Oeste,2022,51033511,Águas de Confresa S/A,ACO,Local,Água e Esgoto,Empresa privada,"35.075,00",12.329
510340,Cuiabá,MT,Centro-Oeste,2022,51034011,Águas Cuiabá SA,CBA,Local,Água e Esgoto,Empresa privada,"650.877,00",490.314
510350,Diamantino,MT,Centro-Oeste,2022,51035012,Águas de Diamantino Ltda.,ADI,Local,Água e Esgoto,Empresa privada,"21.941,00",9.600
510360,Dom Aquino,MT,Centro-Oeste,2022,51036011,Prefeitura Municipal de Dom Aquino,PMDA,Local,Água e Esgoto,Administração pública direta,"7.872,00",272
510410,Guarantã do Norte,MT,Centro-Oeste,2022,51041011,Águas de Guarantã Ltda,AG,Local,Água e Esgoto,Empresa privada,"31.024,00",8.889
510500,Jauru,MT,Centro-Oeste,2022,51050011,Águas de Jauru,AJ,Local,Água e Esgoto,Empresa privada,"8.367,00",4.228
510510,Juara,MT,Centro-Oeste,2022,51051011,Concessionária Águas de Juara Ltda,AJ,Local,Água e Esgoto,Empresa privada,"34.906,00",15.100
510515,Juína,MT,Centro-Oeste,2022,51051511,Departamento de Água e Esgoto Sanitário,DAES,Local,Água e Esgoto,Autarquia,"45.869,00",2.096
510520,Juscimeira,MT,Centro-Oeste,2022,51052011,Prefeitura Municipal de Juscimeira,PMJ,Local,Água e Esgoto,Administração pública direta,"11.480,00",702
510525,Lucas do Rio Verde,MT,Centro-Oeste,2022,51052511,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"83.798,00",35.760
510550,Vila Bela da Santíssima Trindade,MT,Centro-Oeste,2022,51055011,Prefeitura Municipal de Vila Bela da Santíssima Trindade,DAE,Local,Água e Esgoto,Administração pública direta,"16.774,00",2.122
510560,Matupá,MT,Centro-Oeste,2022,51056011,Águas de Matupá Ltda,AM,Local,Água e Esgoto,Empresa privada,"20.091,00",11.602
510562,Mirassol D Oeste,MT,Centro-Oeste,2022,51056211,Serviço Autônomo de Água e Esgoto,SAEMI,Local,Água e Esgoto,Autarquia,"26.785,00",6.510
510625,Nova Xavantina,MT,Centro-Oeste,2022,51062511,Serviço de Tratamento de Água e Esgoto,SETAE,Microrregional,Água e Esgoto,Empresa privada,"24.345,00",14.415
510628,Novo São Joaquim,MT,Centro-Oeste,2022,51062511,Serviço de Tratamento de Água e Esgoto,SETAE,Microrregional,Água e Esgoto,Empresa privada,"6.919,00",4.650
510637,Pedra Preta,MT,Centro-Oeste,2022,51063711,Saneamento Básico de Pedra Preta Ltda,SBPP,Local,Água e Esgoto,Empresa privada,"18.066,00",8.729
510642,Peixoto de Azevedo,MT,Centro-Oeste,2022,51064211,Águas de Peixoto S/A,APA,Local,Água e Esgoto,Empresa privada,"32.714,00",16.588
510675,Pontes e Lacerda,MT,Centro-Oeste,2022,51067511,ÁGUAS PONTES E LACERDA LTDA,APL,Local,Água e Esgoto,Empresa privada,"52.018,00",32.607
510682,Porto Esperidião,MT,Centro-Oeste,2022,51068211,Águas de Porto Esperidião,APE,Local,Água e Esgoto,Empresa privada,"10.204,00",3.371
510704,Primavera do Leste,MT,Centro-Oeste,2022,51070411,Águas de Primavera Ltda,APL,Local,Água e Esgoto,Empresa privada,"85.146,00",68.362
510710,São José dos Quatro Marcos,MT,Centro-Oeste,2022,51071011,Prefeitura Municipal de São José dos Quatro Marcos,DAE,Local,Água e Esgoto,Administração pública direta,"17.849,00",2.309
510719,Ribeirãozinho,MT,Centro-Oeste,2022,51071911,Prefeitura Municipal de Ribeirãozinho,PMR,Local,Água e Esgoto,Administração pública direta,"2.593,00",1.755
510726,Santo Afonso,MT,Centro-Oeste,2022,51072611,Prefeitura Municipal de Santo Afonso,PMSA,Local,Água e Esgoto,Administração pública direta,"2.519,00",350
510760,Rondonópolis,MT,Centro-Oeste,2022,51076011,Serviço de Saneamento Ambiental de Rondonópolis,SANEAR,Local,Água e Esgoto,Autarquia,"244.911,00",244.911
510790,Sinop,MT,Centro-Oeste,2022,51079011,Águas de Sinop S.A.,AS,Local,Água e Esgoto,Empresa privada,"196.312,00",98.720
510792,Sorriso,MT,Centro-Oeste,2022,51079211,Águas de Sorriso Ltda,AS,Local,Água e Esgoto,Empresa privada,"110.635,00",60.710
510795,Tangará da Serra,MT,Centro-Oeste,2022,51079511,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,"106.434,00",25.472
510835,Vale de São Domingos,MT,Centro-Oeste,2022,51083511,Prefeitura Municipal de Vale de São Domingos,PMVSD,Local,Água e Esgoto,Administração pública direta,"2.904,00",1.396
510840,Várzea Grande,MT,Centro-Oeste,2022,51084011,Departamento de Água e Esgoto de Várzea Grande,DAE,Local,Água e Esgoto,Autarquia,"300.078,00",87.234
270130,Cajueiro,AL,Nordeste,2022,27013011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"16.359,00",2.199
270140,Campo Alegre,AL,Nordeste,2022,27014011,Prefeitura Municipal de Campo Alegre,PMCA,Local,Água e Esgoto,Administração pública direta,"32.106,00",3.999
270230,Coruripe,AL,Nordeste,2022,27023011,Prefeitura Municipal de Coruripe,PMC,Local,Água e Esgoto,Administração pública direta,"50.414,00",13.942
270800,Santana do Ipanema,AL,Nordeste,2022,27043000,Companhia de Saneamento de Alagoas,CASAL,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"46.087,00",0
270630,Palmeira dos Índios,AL,Nordeste,2022,27043000,Companhia de Saneamento de Alagoas,CASAL,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"71.574,00",0
270450,Maragogi,AL,Nordeste,2022,27043000,Companhia de Saneamento de Alagoas,CASAL,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"32.174,00",0
270660,Paulo Jacinto,AL,Nordeste,2022,27043000,Companhia de Saneamento de Alagoas,CASAL,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"6.576,00",0
270350,Jacuípe,AL,Nordeste,2022,27043000,Companhia de Saneamento de Alagoas,CASAL,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"5.352,00",0
270430,Maceió,AL,Nordeste,2022,27043000,Companhia de Saneamento de Alagoas,CASAL,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"957.916,00",68.580
270710,Piranhas,AL,Nordeste,2022,27043000,Companhia de Saneamento de Alagoas,CASAL,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"22.609,00",0
270400,Junqueiro,AL,Nordeste,2022,27043000,Companhia de Saneamento de Alagoas,CASAL,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"23.907,00",0
270760,Quebrangulo,AL,Nordeste,2022,27043000,Companhia de Saneamento de Alagoas,CASAL,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"11.080,00",0
270030,Arapiraca,AL,Nordeste,2022,27043000,Companhia de Saneamento de Alagoas,CASAL,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"234.696,00",3.873
270070,Batalha,AL,Nordeste,2022,27043000,Companhia de Saneamento de Alagoas,CASAL,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"16.774,00",6.867
270770,Rio Largo,AL,Nordeste,2022,27043011,BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A.,BRK RMM,Microrregional,Água e Esgoto,Empresa privada,"93.927,00",15.412
270690,Pilar,AL,Nordeste,2022,27043011,BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A.,BRK RMM,Microrregional,Água e Esgoto,Empresa privada,"35.370,00",6.992
270470,Marechal Deodoro,AL,Nordeste,2022,27043011,BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A.,BRK RMM,Microrregional,Água e Esgoto,Empresa privada,"60.370,00",15.897
270430,Maceió,AL,Nordeste,2022,27043011,BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A.,BRK RMM,Microrregional,Água e Esgoto,Empresa privada,"957.916,00",200.602
270050,Barra de Santo Antônio,AL,Nordeste,2022,27043011,BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A.,BRK RMM,Microrregional,Água e Esgoto,Empresa privada,"16.365,00",475
270060,Barra de São Miguel,AL,Nordeste,2022,27043011,BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A.,BRK RMM,Microrregional,Água e Esgoto,Empresa privada,"7.944,00",547
270630,Palmeira dos Índios,AL,Nordeste,2022,27067013,Águas do Sertão S/A,AguasSertao,Microrregional,Água e Esgoto,Empresa privada,"71.574,00",2.454
270760,Quebrangulo,AL,Nordeste,2022,27067013,Águas do Sertão S/A,AguasSertao,Microrregional,Água e Esgoto,Empresa privada,"11.080,00",1.918
270400,Junqueiro,AL,Nordeste,2022,27067013,Águas do Sertão S/A,AguasSertao,Microrregional,Água e Esgoto,Empresa privada,"23.907,00",1.009
270800,Santana do Ipanema,AL,Nordeste,2022,27067013,Águas do Sertão S/A,AguasSertao,Microrregional,Água e Esgoto,Empresa privada,"46.087,00",1.426
270860,São Miguel dos Campos,AL,Nordeste,2022,27067013,Águas do Sertão S/A,AguasSertao,Microrregional,Água e Esgoto,Empresa privada,"51.990,00",40.298
270710,Piranhas,AL,Nordeste,2022,27067013,Águas do Sertão S/A,AguasSertao,Microrregional,Água e Esgoto,Empresa privada,"22.609,00",7.372
270780,Roteiro,AL,Nordeste,2022,27078011,Prefeitura Municipal de Roteiro,PMR,Local,Água e Esgoto,Administração pública direta,"6.474,00",5.678
270810,Santana do Mundaú,AL,Nordeste,2022,27081011,Prefeitura Municipal de Santana do Mundau,PMSM,Local,Água e Esgoto,Administração pública direta,"11.323,00",3.783
270860,São Miguel dos Campos,AL,Nordeste,2022,27086011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"51.990,00",0
270915,Teotônio Vilela,AL,Nordeste,2022,27091511,Serviço Autônomo de Água e Esgoto do Município de Teotônio Vilela,SAAE,Local,Água e Esgoto,Autarquia,"38.053,00",28.660
270930,União dos Palmares,AL,Nordeste,2022,27093011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"59.280,00",9.258
270110,Branquinha,AL,Nordeste,2022,27093013,Verde Ambiental Alagoas S.A,VAA,Microrregional,Água e Esgoto,Empresa privada,"9.603,00",3.700
270660,Paulo Jacinto,AL,Nordeste,2022,27093013,Verde Ambiental Alagoas S.A,VAA,Microrregional,Água e Esgoto,Empresa privada,"6.576,00",1.281
270930,União dos Palmares,AL,Nordeste,2022,27093013,Verde Ambiental Alagoas S.A,VAA,Microrregional,Água e Esgoto,Empresa privada,"59.280,00",50.022
270350,Jacuípe,AL,Nordeste,2022,27093013,Verde Ambiental Alagoas S.A,VAA,Microrregional,Água e Esgoto,Empresa privada,"5.352,00",600
270450,Maragogi,AL,Nordeste,2022,27093013,Verde Ambiental Alagoas S.A,VAA,Microrregional,Água e Esgoto,Empresa privada,"32.174,00",9.192
290010,Abaíra,BA,Nordeste,2022,29001011,Prefeitura Municipal de Abaíra,PMA,Local,Água e Esgoto,Administração pública direta,"7.301,00",7.290
290070,Alagoinhas,BA,Nordeste,2022,29007011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"151.055,00",58.737
290270,Barra,BA,Nordeste,2022,29027011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"51.092,00",23.000
290280,Barra da Estiva,BA,Nordeste,2022,29028011,Prefeitura Municipal de Barra da Estiva,PMBE,Local,Água e Esgoto,Administração pública direta,"26.026,00",12.783
290390,Bom Jesus da Lapa,BA,Nordeste,2022,29039011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"65.550,00",22.083
290710,Carinhanha,BA,Nordeste,2022,29071011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"28.869,00",12.802
290720,Casa Nova,BA,Nordeste,2022,29072011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"72.086,00",32.500
290990,Curaçá,BA,Nordeste,2022,29099011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"34.180,00",10.359
291340,Igaporã,BA,Nordeste,2022,29134011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"15.527,00",8.205
291480,Itabuna,BA,Nordeste,2022,29148011,Empresa Municipal de Água e Saneamento Ambiental S/A,EMASA,Local,Água e Esgoto,Sociedade de economia mista com administração pública,"186.708,00",176.211
291550,Itajuípe,BA,Nordeste,2022,29155011,Serviço Autônomo de Água e Esgoto de Itajuípe,SAAE,Local,Água e Esgoto,Autarquia,"18.781,00",18.781
291640,Itapetinga,BA,Nordeste,2022,29164011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"65.897,00",63.969
291710,Itororó,BA,Nordeste,2022,29171011,Serviços Autônomos de Água e Esgotos,SAAE,Local,Água e Esgoto,Autarquia,"16.617,00",16.105
291735,Jaborandi,BA,Nordeste,2022,29173511,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"9.275,00",2.628
292980,Saúde,BA,Nordeste,2022,29175012,Central - Sistemas de Saneamento de Jacobina,CJ,Microrregional,Água e Esgoto,Organização social,"10.478,00",230
291750,Jacobina,BA,Nordeste,2022,29175012,Central - Sistemas de Saneamento de Jacobina,CJ,Microrregional,Água e Esgoto,Organização social,"82.590,00",365
291770,Jaguarari,BA,Nordeste,2022,29175012,Central - Sistemas de Saneamento de Jacobina,CJ,Microrregional,Água e Esgoto,Organização social,"32.703,00",3.210
291700,Itiúba,BA,Nordeste,2022,29175012,Central - Sistemas de Saneamento de Jacobina,CJ,Microrregional,Água e Esgoto,Organização social,"33.872,00",1.023
292120,Miguel Calmon,BA,Nordeste,2022,29175012,Central - Sistemas de Saneamento de Jacobina,CJ,Microrregional,Água e Esgoto,Organização social,"24.661,00",205
291840,Juazeiro,BA,Nordeste,2022,29184011,Serviço Autônomo de Água e Esgoto de Juazeiro,SAAE,Local,Água e Esgoto,Autarquia,"237.821,00",200.829
291970,Macarani,BA,Nordeste,2022,29197011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"21.599,00",19.180
291980,Macaúbas,BA,Nordeste,2022,29198011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"41.859,00",13.000
292190,Mucugê,BA,Nordeste,2022,29219011,Prefeitura Municipal de Mucugê,PMM,Local,Água e Esgoto,Administração pública direta,"12.137,00",5.148
292430,Piatã,BA,Nordeste,2022,29243011,Prefeitura Municipal de Piatã,PMP,Local,Água e Esgoto,Administração pública direta,"20.086,00",1.902
292600,Remanso,BA,Nordeste,2022,29260011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"40.586,00",14.650
292710,Rodelas,BA,Nordeste,2022,29271011,Prefeitura Municipal de Rodelas,PMR,Local,Água e Esgoto,Administração pública direta,"10.308,00",9.700
291750,Jacobina,BA,Nordeste,2022,29274000,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"82.590,00",10.736
291740,Jacaraci,BA,Nordeste,2022,29274000,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"14.436,00",3.414
291733,Iuiú,BA,Nordeste,2022,29274000,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"11.118,00",4.558
291730,Ituberá,BA,Nordeste,2022,29274000,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"21.902,00",1.076
